ID,variable,agency,inventory_description,notes,time_support
193,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
198,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
198,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
203,inflow,DUKE,Real time,,unresolved
203,outflow,DUKE,Real time,,unresolved
204,inflow,BOR,Real time,,unresolved
204,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
210,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
210,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
214,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
214,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
2158,inflow,DUKE,Real time,,unresolved
2158,outflow,usgs_1085500,,,unresolved
2188,inflow,DUKE,Real time,,unresolved
2188,outflow,DUKE,Real time,,unresolved
223,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
223,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
292,inflow,BOR,Real time,,unresolved
292,outflow,BOR,Real time,,unresolved
293,inflow,BOR,Real time,,unresolved
293,outflow,BOR,Real time,,unresolved
297,inflow,ACE_SEA,Real time,,unresolved
297,outflow,usgs_12301933,,,unresolved
300,inflow,BOR,Real time,,unresolved
300,outflow,BOR,Real time,,unresolved
307,inflow,ACE_OMA,,,unresolved
307,outflow,ACE_OMA,,,unresolved
310,inflow,BOR_PN,Real time,,unresolved
310,outflow,BOR_PN,Real time,,unresolved
316,inflow,ENKEP,Inflow is aggregated spatially from 4 streamgages:12363000; 12365700; 12366000; 12370000   ; outflow and elevation were also gathered from stream gages: outflow: 12372000; elevation:12371550,"Storage was linearly interpolated from provided storage elevation table. The stream gages used are 12363000, 12365700, 12370000, 12366000 for inflow, 12371550 for elevation, and 12372000 outflow",unresolved
316,outflow,ENKEP,Inflow is aggregated spatially from 4 streamgages:12363000; 12365700; 12366000; 12370000   ; outflow and elevation were also gathered from stream gages: outflow: 12372000; elevation:12371550,"Storage was linearly interpolated from provided storage elevation table. The stream gages used are 12363000, 12365700, 12370000, 12366000 for inflow, 12371550 for elevation, and 12372000 outflow",unresolved
317,inflow,BOR,Real time,,unresolved
317,outflow,BOR,Real time,,unresolved
319,inflow,BOR,Real time,,unresolved
319,outflow,BOR,Real time,,unresolved
320,inflow,BOR,Real time,,unresolved
320,outflow,BOR,Real time,,unresolved
355,inflow,BOR,Real time,,unresolved
355,outflow,BOR,Real time,,unresolved
361,inflow,BOR_PN,Real time,,unresolved
361,outflow,BOR_PN,Real time,,unresolved
362,inflow,BOR,Real time,,unresolved
362,outflow,BOR,Real time,,unresolved
364,inflow,BOR,Real time,,unresolved
364,outflow,BOR,Real time,,unresolved
367,inflow,BOR_PN,Real time,,unresolved
367,outflow,BOR_PN,Real time,,unresolved
368,inflow,BOR,Real time,,unresolved
368,outflow,BOR ,,,unresolved
372,inflow,BOR_PN,Real time,,unresolved
372,outflow,BOR_PN,Real time,,unresolved
373,inflow,BOR,Real time,,unresolved
373,outflow,BOR,Real time,,unresolved
374,inflow,BOR_PN,Real time,,unresolved
374,outflow,BOR_PN,Real time,,unresolved
378,inflow,BOR_PN,Real time,,unresolved
378,outflow,BOR_PN,Real time,,unresolved
384,inflow,BOR_PN,Real time,,unresolved
384,outflow,BOR_PN,Real time,,unresolved
385,inflow,BOR,Real time,,unresolved
385,outflow,BOR,Real time,,unresolved
386,inflow,BOR_PN,Real time,,unresolved
386,outflow,BOR_PN,Real time,,unresolved
390,inflow,BOR_PN,Real time,,unresolved
390,outflow,BOR_PN,Real time,,unresolved
391,inflow,BOR_PN,Real time,,unresolved
391,outflow,BOR_PN,Real time,,unresolved
393,inflow,BOR,Real time,,unresolved
393,outflow,BOR,Real time,,unresolved
398,inflow,BOR,Real time,,unresolved
398,outflow,BOR,Real time,,unresolved
399,inflow,BOR,Real time,,unresolved
399,outflow,BOR,Real time,,unresolved
41,inflow,SCL,Real time,,unresolved
41,outflow,SCL,Real time,,unresolved
413,inflow,BOR_PN,Real time,,unresolved
413,outflow,BOR_PN,Real time,,unresolved
415,inflow,BOR,Real time,,unresolved
415,outflow,BOR,Real time,,unresolved
416,inflow,BOR,Real time,,unresolved
416,outflow,BOR,Real time,,unresolved
419,inflow,BOR,Real time,,unresolved
419,outflow,BOR,Real time,,unresolved
42,inflow,SCL,Real time,,unresolved
42,outflow,SCL,Real time,,unresolved
420,inflow,BOR,Real time,,unresolved
420,outflow,BOR,Real time,,unresolved
421,inflow,BOR,Real time,,unresolved
421,outflow,BOR,Real time,,unresolved
423,inflow,BOR,Real time,,unresolved
423,outflow,BOR,Real time,,unresolved
431,inflow,BOR,Real time,,unresolved
431,outflow,BOR,Real time,,unresolved
437,inflow,BOR,Real time,,unresolved
437,outflow,BOR,Real time,,unresolved
438,inflow,BOR ,,,unresolved
438,outflow,BOR ,,,unresolved
442,inflow,BOR,Real time,,unresolved
442,outflow,BOR,Real time,,unresolved
445,inflow,BOR,Real time,,unresolved
445,outflow,BOR,Real time,,unresolved
448,inflow,BOR,Real time,,unresolved
448,outflow,BOR,Real time,,unresolved
449,inflow,BOR,Real time,,unresolved
449,outflow,BOR,Real time,,unresolved
450,inflow,BOR,Real time,,unresolved
450,outflow,BOR,Real time,,unresolved
451,inflow,BOR,Real time,,unresolved
451,outflow,BOR,Real time,,unresolved
456,inflow,BOR,Real time,,unresolved
456,outflow,BOR,Real time,,unresolved
458,inflow,BOR,Real time,,unresolved
458,outflow,BOR,Real time,,unresolved
467,inflow,BOR,Real time,,unresolved
467,outflow,BOR,Real time,,unresolved
469,inflow,BOR,Real time,,unresolved
469,outflow,BOR,Real time,,unresolved
470,inflow,BOR,Real time,,unresolved
470,outflow,BOR,Real time,,unresolved
471,inflow,BOR,Real time,,unresolved
471,outflow,BOR,Real time,,unresolved
473,inflow,BOR,Real time,,unresolved
473,outflow,BOR,Real time,,unresolved
477,inflow,BOR,Real time,,unresolved
477,outflow,BOR,Real time,,unresolved
488,inflow,BOR,Real time,,unresolved
488,outflow,BOR,Real time,,unresolved
492,inflow,BOR,Real time,,unresolved
492,outflow,BOR,Real time,,unresolved
493,inflow,BOR,Real time,,unresolved
493,outflow,BOR,Real time,,unresolved
497,inflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
497,outflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
500,inflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
500,outflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
502,inflow,BOR,Real time,,unresolved
502,outflow,BOR,Real time,,unresolved
505,inflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
505,outflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
506,inflow,BOR,Real time,,unresolved
506,outflow,BOR,Real time,,unresolved
507,inflow,BOR,Real time,,unresolved
507,outflow,BOR,Real time,,unresolved
508,inflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
508,outflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
509,inflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
509,outflow,BOR,Real time,,unresolved
511,inflow,ACE_OMA,,,unresolved
511,outflow,ACE_OMA,,,unresolved
517,inflow,BOR ,,,unresolved
517,outflow,BOR ,,,unresolved
518,inflow,BOR,Real time,,unresolved
518,outflow,BOR,Real time,,unresolved
522,inflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
522,outflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
524,inflow,BOR_PN,Real time,,unresolved
524,outflow,BOR_PN,Real time,,unresolved
529,inflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
529,outflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
530,inflow,AUR,Real time,,unresolved
530,outflow,AUR,Real time,,unresolved
531,inflow,BOR,Real time,,unresolved
531,outflow,BOR,Real time,,unresolved
533,inflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
533,outflow,DENW,Real time,Evaporation listed is gross evaporation.,unresolved
536,inflow,BOR ,,,unresolved
536,outflow,BOR ,,,unresolved
537,inflow,BOR,Real time,,unresolved
537,outflow,BOR,Real time,,unresolved
541,inflow,BOR,Real time,,unresolved
541,outflow,BOR,Real time,,unresolved
542,inflow,BOR,Real time,,unresolved
542,outflow,BOR,Real time,,unresolved
549,inflow,BOR,Real time,,unresolved
549,outflow,usgs_09125800,,,unresolved
55,inflow,BOR_PN,Real time,,unresolved
55,outflow,BOR_PN,Real time,,unresolved
567,inflow,BOR,Real time,,unresolved
567,outflow,BOR,Real time,,unresolved
57,inflow,BOR_PN,Real time,,unresolved
57,outflow,BOR_PN,Real time,,unresolved
572,inflow,BOR,Real time,,unresolved
572,outflow,BOR,Real time,,unresolved
574,inflow,BOR,Real time,,unresolved
574,outflow,BOR,Real time,,unresolved
575,inflow,BOR,Real time,,unresolved
575,outflow,BOR,Real time,,unresolved
585,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
585,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
592,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
592,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
595,inflow,BOR,Real time,,unresolved
595,outflow,BOR,Real time,,unresolved
597,inflow,BOR,Real time,,unresolved
597,outflow,BOR,Real time,,unresolved
60,inflow,BOR_PN,Real time,,unresolved
60,outflow,BOR_PN,Real time,,unresolved
600,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
600,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
601,inflow,BOR,Real time,,unresolved
601,outflow,BOR,Real time,,unresolved
605,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
605,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
609,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
609,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
612,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
612,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
620,inflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
620,outflow,CDEC,Real time,Pan evaporation values were used for Coyote. ,unresolved
63,inflow,BOR_PN,Real time,,unresolved
63,outflow,BOR_PN,Real time,,unresolved
657,inflow,BOR,Real time,,unresolved
657,outflow,usgs_8361000,,,unresolved
664,inflow,BOR,Real time,,unresolved
664,outflow,BOR,Real time,,unresolved
7308,inflow,ACE_SAV,Real time,,unresolved
7308,outflow,ACE_SAV,Real time,,unresolved
7311,inflow,DUKE,Real time,,unresolved
7311,outflow,DUKE,Real time,,unresolved
7313,inflow,BOR,Real time,,unresolved
7313,outflow,BOR,Real time,,unresolved
7318,inflow,ACE_NAS,,,unresolved
7318,outflow,ACE_NAS,,,unresolved
753,inflow,ACE_OMA,,,unresolved
753,outflow,ACE_OMA,,,unresolved
758,inflow,ACE_STP,"Agency_Code
ACE_STP          NaN
ACE_STP    Real time
Name: Inflow/Outflow , dtype: object","Agency_Code
ACE_STP    NaN
ACE_STP    NaN
Name: Additional_Data_Notes, dtype: object",unresolved
758,outflow,ACE_STP,"Agency_Code
ACE_STP          NaN
ACE_STP    Real time
Name: Inflow/Outflow , dtype: object","Agency_Code
ACE_STP    NaN
ACE_STP    NaN
Name: Additional_Data_Notes, dtype: object",unresolved
768,inflow,ACE_STP,"Agency_Code
ACE_STP          NaN
ACE_STP    Real time
Name: Inflow/Outflow , dtype: object","Agency_Code
ACE_STP    NaN
ACE_STP    NaN
Name: Additional_Data_Notes, dtype: object",unresolved
768,outflow,ACE_STP,"Agency_Code
ACE_STP          NaN
ACE_STP    Real time
Name: Inflow/Outflow , dtype: object","Agency_Code
ACE_STP    NaN
ACE_STP    NaN
Name: Additional_Data_Notes, dtype: object",unresolved
777,inflow,BOR ,,,unresolved
777,outflow,BOR ,,,unresolved
780,inflow,BOR,Real time,,unresolved
780,outflow,BOR,Real time,,unresolved
784,inflow,BOR,Real time,,unresolved
784,outflow,BOR,Real time,,unresolved
789,inflow,ACE_STP,"Agency_Code
ACE_STP          NaN
ACE_STP    Real time
Name: Inflow/Outflow , dtype: object","Agency_Code
ACE_STP    NaN
ACE_STP    NaN
Name: Additional_Data_Notes, dtype: object",unresolved
789,outflow,ACE_STP,"Agency_Code
ACE_STP          NaN
ACE_STP    Real time
Name: Inflow/Outflow , dtype: object","Agency_Code
ACE_STP    NaN
ACE_STP    NaN
Name: Additional_Data_Notes, dtype: object",unresolved
798,inflow,BOR,Real time,,unresolved
798,outflow,BOR,Real time,,unresolved
836,inflow,DUKE,Real time,,unresolved
836,outflow,DUKE,Real time,,unresolved
837,inflow,BOR,Real time,,unresolved
837,outflow,BOR,Real time,,unresolved
854,inflow,DUKE,Real time,,unresolved
854,outflow,DUKE,Real time,,unresolved
868,inflow,BOR,Real time,,unresolved
868,outflow,BOR,Real time,,unresolved
870,inflow,ACE_OMA,,,unresolved
870,outflow,ACE_OMA,,,unresolved
872,inflow,BOR,Real time,,unresolved
872,outflow,BOR,Real time,,unresolved
882,inflow,BOR ,,,unresolved
882,outflow,BOR ,,,unresolved
884,inflow,ACE_OMA,,,unresolved
884,outflow,ACE_OMA,,,unresolved
885,inflow,BOR,Real time,,unresolved
885,outflow,BOR,Real time,,unresolved
893,inflow,BOR,Real time,,unresolved
893,outflow,BOR,Real time,,unresolved
895,inflow,ACE_OMA,,,unresolved
895,outflow,ACE_OMA,,,unresolved
898,inflow,BOR,Real time,,unresolved
898,outflow,BOR,Real time,,unresolved
919,inflow,ACE_OMA,,,unresolved
919,outflow,ACE_OMA,,,unresolved
920,inflow,CNPPID,Real time,"The approximations for Jeffrey: inflow = diversion - losses upstream; outflow = losses - approximate inflow; for Johnson Lake, all data before 5-31-1998 is approximate; data after this period is real-time",unresolved
920,outflow,CNPPID,Real time,"The approximations for Jeffrey: inflow = diversion - losses upstream; outflow = losses - approximate inflow; for Johnson Lake, all data before 5-31-1998 is approximate; data after this period is real-time",unresolved
929,inflow,CNPPID,Real time,"The approximations for Jeffrey: inflow = diversion - losses upstream; outflow = losses - approximate inflow; for Johnson Lake, all data before 5-31-1998 is approximate; data after this period is real-time",unresolved
929,outflow,CNPPID,Real time,"The approximations for Jeffrey: inflow = diversion - losses upstream; outflow = losses - approximate inflow; for Johnson Lake, all data before 5-31-1998 is approximate; data after this period is real-time",unresolved
931,inflow,CNPPID,Real time,"The approximations for Jeffrey: inflow = diversion - losses upstream; outflow = losses - approximate inflow; for Johnson Lake, all data before 5-31-1998 is approximate; data after this period is real-time",unresolved
931,outflow,CNPPID,Real time,"The approximations for Jeffrey: inflow = diversion - losses upstream; outflow = losses - approximate inflow; for Johnson Lake, all data before 5-31-1998 is approximate; data after this period is real-time",unresolved
936,inflow,BOR,Real time,,unresolved
936,outflow,BOR,Real time,,unresolved
938,inflow,BOR,Real time,,unresolved
938,outflow,BOR,Real time,,unresolved
939,inflow,BOR,Real time,,unresolved
939,outflow,BOR,Real time,,unresolved
948,inflow,BOR,Real time,,unresolved
948,outflow,BOR,Real time,,unresolved
952,inflow,BOR,Real time,,unresolved
952,outflow,BOR,Real time,,unresolved
953,inflow,BOR ,,,unresolved
953,outflow,BOR ,,,unresolved
956,inflow,BOR ,,,unresolved
956,outflow,BOR ,,,unresolved
957,inflow,ACE_OMA,,,unresolved
957,outflow,usgs_6713000,,,unresolved
958,inflow,BOR,Real time,,unresolved
958,outflow,BOR,Real time,,unresolved
969,inflow,DUKE,Real time,,unresolved
969,outflow,usgs_6893890,,,unresolved
974,inflow,DUKE,Real time,,unresolved
974,outflow,DUKE,Real time,,unresolved
976,inflow,BOR,Real time,,unresolved
976,outflow,BOR,Real time,,unresolved
982,inflow,DUKE,Real time,,unresolved
982,outflow,DUKE,Real time,,unresolved
987,inflow,BOR,Real time,,unresolved
987,outflow,BOR,Real time,,unresolved
989,inflow,DUKE,Real time,,unresolved
989,outflow,DUKE,Real time,,unresolved
993,inflow,AME,Real time,"If storage was not give, historical storage was linearly interpolated with the elevation storage curves.",unresolved
993,outflow,AME,Real time,"If storage was not give, historical storage was linearly interpolated with the elevation storage curves.",unresolved
